Folder;File;Program Version;SMILES;Atoms_1;Atoms_2;Atoms_3;Atoms_4;dihedral_1_orca;dihedral_2_orca;dihedral_3_orca;dihedral_4_orca;dihedral_1_xtb;dihedral_2_xtb;dihedral_3_xtb;dihedral_4_xtb;Number of Atoms;Magnitude (Debye);Dipole_xtb (Debye);Final Energy (Eh);Total energy xtb (Eh);HOMO_orca (eV);LUMO_orca (eV);HOMO-LUMO Gap (eV);HOMO_xtb (eV);LUMO_xtb (eV);HOMO-LUMO xtb (eV)
Group 9;96.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCC4=CC(C5=CC=C(Cl)C=C5)=NN4)C(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC8=CC(C9=CC=C(Cl)C=C9)=NN8)=C7OCC%10=CC(C%11=CC=C(Cl)C=C%11)=N[N]%10)=C6OCC%12=CC(C%13=CC=C(Cl)C=C%13)=NN%12)=C1;39-38-36-35;29-28-26-100;6-7-9-10;49-48-46-45;-20,43;26,789;-23,149;21,488;-17,22;33,741;-27,331;12,377;184;15.865491154;21,258;-5822.797227717295;-280,7003435;-5,932297;-0,860058;5.0723138056;-9,9568;-6,5877;3,36908
Group 9;97.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCC4=CC(C5=CC=C(OC)C=C5)=NN4)C(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC8=CC(C9=CC=C(OC)C=C9)=NN8)=C7OCC%10=CC(C%11=CC=C(OC)C=C%11)=NN%10)=C6OCC%12=CC(C%13=CC=C(OC)C=C%13)=NN%12)=C1;6-7-9-10;49-48-46-45;39-38-36-35;29-28-26-100;-17,573;34,559;-27,915;10,045;-12,773;32,035;-25,299;7,024;200;7.139219289;8,974;-4442.873615204949;-293,4286459;-5,396132;-0,759813;4.6363871776000005;-9,3248;-6,3163;3,008536
Group 9;98.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCC4=CC(C5=CC=CC=C5)=NN4)C(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC8=CC(C9=CC=CC=C9)=NN8)=C7OCC%10=CC(C%11=CC=CC=C%11)=NN%10)=C6OCC%12=CC(C%13=CC=CC=C%13)=NN%12)=C1;6-7-9-10;48-47-45-44;38-37-35-34;28-27-25-96;15,462;-21,923;25,558;-23,832;8,973;-15,923;22,157;-15,726;184;11.503613411;10,051;-3985.531994512538;-264,4887961;-5,484105;-0,880575;4.6035974406;-9,855;-6,3348;3,520151
Group 9;99.log;6.0.0;CC(C1=CC2=C(OCC3=CC(C4=CC=CC=C4)=NN3)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(C2)=C7OCC8=CC(C9=CC=CC=C9)=NN8)=C6OCC%10=CC(C%11=CC=CC=C%11)=NN%10)=C5OCC%12=CC(C%13=CC=CC=C%13)=NN%12)=C1)(C)C;6-7-48-47;9-10-45-44;38-37-28-27;35-34-25-96;-12,754;10,029;-10,067;17,43;-7,316;22,814;-22,82;7,093;184;2.518166959;2,044;-3985.521718777451;-264,395265;-6,071863;-0,718643;5.353298722000001;-9,9791;-6,5606;3,418506
Group 9;100.log;6.0.0;CC(C1=CC2=C(OCC3=CC(C4=CC=C(C)C=C4)=NN3)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(C2)=C7OCC8=CC(C9=CC=C(C)C=C9)=NN8)=C6OCC%10=CC(C%11=CC=C(C)C=C%11)=NN%10)=C5OCC%12=CC(C%13=CC=C(C)C=C%13)=NN%12)=C1)(C)C;6-7-48-47;9-10-45-44;38-37-28-27;35-34-25-96;-17,201;11,278;-10,867;11,314;-5,488;23,133;-23,005;7,272;196;2.157173256;4,051;-4142.498622936743;-277,0795287;-6,014066;-0,686914;5.3272302008;-9,9029;-6,4593;3,443674
Group 9;101.log;6.0.0;CC(C1=CC2=C(OCC3=CC(C4=CC=C(Cl)C=C4)=NN3)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(C2)=C7OCC8=CC(C9=CC=C(Cl)C=C9)=NN8)=C6OCC%10=CC(C%11=CC=C(Cl)C=C%11)=NN%10)=C5OCC%12=CC(C%13=CC=C(Cl)C=C%13)=NN%12)=C1)(C)C;6-7-48-47;9-10-45-44;38-37-28-27;35-34-25-96;-14,345;11,789;-8,838;17,384;-13,071;17,136;-14,972;14,902;184;3.875878902;3,283;-5822.789975285549;-280,6076023;-6,212598;-0,879215;5.3334616114;-10,171;-6,9451;3,225926
Group 9;102.log;6.0.0;CC(C1=CC2=C(OCC3=CC(C4=CC=C(OC)C=C4)=NN3)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(C2)=C7OCC8=CC(C9=CC=C(OC)C=C9)=NN8)=C6OCC%10=CC(C%11=CC=C(OC)C=C%11)=NN%10)=C5OCC%12=CC(C%13=CC=C(OC)C=C%13)=NN%12)=C1)(C)C;6-7-48-47;9-10-45-44;38-37-28-27;35-34-25-96;-4,758;22,641;-22,114;6,011;-7,548;22,952;-22,816;7,653;200;0.944023935;4,128;-4442.794045786783;-293,3296472;-5,753004;-0,779078;4.973999017400001;-9,8104;-6,4492;3,361181
Group 9;103.log;6.0.0;C1(C2)=C(C(CC(C=CC=C3CC4=C(OCC5=CC(C6=CC=CC=C6)=NN5)C(CC7=CC=CC2=C7OCC8=CC(C9=CC=CC=C9)=NN8)=CC=C4)=C3OCC%10=CC(C%11=CC=CC=C%11)=NN%10)=CC=C1)OCC%12=CC(C%13=CC=CC=C%13)=NN%12;5-6-33-32;30-29-24-23;27-26-21-80;2-3-36-35;72,861;-49,876;61,119;-49,565;22,646;-15,477;-2,926;0,33;136;3.655005666;2,381;-3357.701889018178;-213,8250559;-5,972678;-0,878344;5.0944094624;-10,0888;-6,5655;3,523274
Group 9;104.log;6.0.0;CC(C1=CC2=C(OCCCC3=CC(C4=CC=CC=C4)=NN3)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(C2)=C7OCCCC8=CC(C9=CC=CC=C9)=NN8)=C6OCCCC%10=CC(C%11=CC=CC=C%11)=NN%10)=C5OCCCC%12=CC(C%13=CC=CC=C%13)=NN%12)=C1)(C)C;51-52-4-5;22-102-24-25;31-32-35-34;42-41-44-45;34,677;-62,712;76,393;-53,221;17,14;-72,335;97,717;-61,216;208;6.312367365;4,365;-4299.50284631;-289,7932538;-5,984379;-0,620492;5.3639655908;-9,8118;-6,4398;3,371994
Group 9;105.log;6.0.0;CC(C1=CC2=C(OCC3=CC(C4=CC=CC=C4)=NN3)C(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(S2)=C7OCC8=CC(C9=CC=CC=C9)=NN8)=C6OCC%10=CC(C%11=CC=CC=C%11)=NN%10)=C5OCC%12=CC(C%13=CC=CC=C%13)=NN%12)=C1)(C)C;6-7-44-43;8-9-42-41;35-34-26-25;33-32-24-92;54,727;-76,837;68,226;-39,052;72,362;-59,407;64,155;-72,391;176;3.083061503;4,143;-5420.392644703643;-264,8109572;-6,051182;-1,20523;4.8460238032000005;-9,8792;-6,9986;2,88066
Group 9;106.log;6.0.0;CC(C1=CC2=C(OCCCC3=CC(C4=CC=CC=C4)=NN3)C(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(S2)=C7OCCCC8=CC(C9=CC=CC=C9)=NN8)=C6OCCCC%10=CC(C%11=CC=CC=C%11)=NN%10)=C5OCCCC%12=CC(C%13=CC=CC=C%13)=NN%12)=C1)(C)C;25-24-35-34;42-41-52-51;45-44-4-5;22-102-32-31;79,132;-58,999;40,954;-63,964;103,486;-71,348;40,135;-87,239;200;5.648659817;3,869;-5734.260799862021;-290,1210605;-6,036869;-1,070644;4.9662981912;-9,8091;-7,02;2,789128
Group 9;107.log;6.0.0;CC(C1=CC2=C(OCCCCC3=CC(C4=CC=CC=C4)=NN3)C(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(S2)=C7OCCCCC8=CC(C9=CC=CC=C9)=NN8)=C6OCCCCC%10=CC(C%11=CC=CC=C%11)=NN%10)=C5OCCCCC%12=CC(C%13=CC=CC=C%13)=NN%12)=C1)(C)C;32-33-36-35;43-42-45-46;52-53-4-5;23-106-25-26;57,319;-68,008;61,758;-52,738;65,797;-64,663;64,236;-66,062;212;10.321452834;0,314;-5891.283958023176;-302,7479246;-5,920352;-0,988603;4.9318213474;-9,861;-6,8793;2,981748
Group 9;108.log;6.0.0;CC(C1=CC2=C(OCCCCCN3C=CC=N3)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(S2)=C6OCCCCCN7C=CC=N7)=C5OCCCCCN8N=CC=C8)=C4OCCCCCN9N=CC=C9)=C1)(C)C;21-20-86-18;5-4-48-47;41-40-37-38;30-31-28-27;64,439;-71,377;64,611;-72,553;61,968;-77,678;61,603;-76,52;184;0.088818392;0,064;-5124.687862688469;-255,8790642;-5,696051;-0,594016;5.1021102886000005;-9,4679;-6,4573;3,010558
Group 9;109.log;6.0.0;CC(C)(C)C(C=C1)=CC=C1OCC2=N3N([H][N]4C(COC5=CC=C(C(C)(C)C)C=C5)=CC(C6=CC=CC=C6)=[N]4[H]N(N([H][N]7[N]([H]3)=C(C8=CC=CC=C8)C=C7COC9=CC=C(C(C)(C)C)C=C9)C(C%10=CC=CC=C%10)=C%11)=C%11COC%12=CC=C(C(C)(C)C)C=C%12)C(C%13=CC=CC=C%13)=C2;None;None;None;None;None;None;None;None;None;None;None;None;180;2.149567417;2;-3832.915063223604;-255,8675845;-5,876433;-0,957637;4.918868721000001;-9,9602;-6,9416;3,018645
Group 9;110.log;6.0.0;CC(C)(C)C(C=C1)=CC=C1OCC2=CC(C3=CC=CC=C3)=N([H]N([N]([H][N]4N5=C(C6=CC=CC=C6)C=C4COC7=CC=C(C(C)(C)C)C=C7)C(COC8=CC=C(C(C)(C)C)C=C8)=C9)=C9C%10=CC=CC=C%10)[N]2[H][N]%11N([H]5)=C(C%12=CC=CC=C%12)C=C%11COC%13=CC=C(C(C)(C)C)C=C%13;None;None;None;None;None;None;None;None;None;None;None;None;180;4.221355423;3,409;-3832.997604044855;-255,8917119;-5,969359;-0,78267;5.186764954;-9,8558;-6,754;3,101871
Group 10;111.log;5.0.4;C#CC1=CC(C2=NC=CC=C2)=NC(C3=CC=CC=N3)=C1;None;None;None;None;None;None;None;None;None;None;None;None;31;2.48151;1,853;-817.79507665;-50,69149612;-6,758097;-1,797504;4.9606654314;-9,8456;-7,485;2,360525
Group 10;112.log;5.0.4;OC1=CC(C2=NC=CC=C2)=NC(C3=CC=CC=N3)=C1;None;None;None;None;None;None;None;None;None;None;None;None;30;2.31633;2,311;-816.90400237;-50,55092962;-6,662913;-1,589775;5.0732117817999995;-9,8471;-7,4044;2,442763
Group 10;113.log;6.0.0;OCCNC1=CC(C2=NC=CC=C2)=NC(C3=CC=CC=N3)=C1;None;None;None;None;None;None;None;None;None;None;None;None;38;1.036584833;1,072;-949.946878559611;-60,30396384;-6,222611;-1,349393;4.873289626;-9,6432;-7,1812;2,461978
Group 10;114.log;6.0.0;O=S(OC1=CC(C2=NC=CC=C2)=NC(C3=CC=CC=N3)=C1)(C(F)(F)F)=O;None;None;None;None;None;None;None;None;None;None;None;None;36;5.458600467;6,755;-1700.704719823123;-77,75891914;-6,978587;-1,872661;5.106001518800001;-10,2814;-7,9697;2,311723
Group 10;115.log;6.0.0;CC(C1=CC2=C(OCCCOC3=CC(C4=NC=CC=C4)=NC(C5=CC=CC=N5)=C3)C(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(S2)=C8OCCCOC9=CC(C%10=NC=CC=C%10)=NC(C%11=CC=CC=N%11)=C9)=C7OCCCOC%12=CC(C%13=NC=CC=C%13)=NC(C%14=CC=CC=N%14)=C%12)=C6OCCCOC%15=CC(C%16=NC=CC=C%16)=NC(C%17=CC=CC=N%17)=C%15)=C1)(C)C;53-52-49-50;42-43-40-39;33-32-134-30;5-4-60-59;65,656;-81,075;69,799;-45,999;78,957;-59,426;78,052;-55,921;244;0.39824066;0,81;-7173.348971854622;-375,6308802;-5,764786;-1,423816;4.341034641999999;-9,5323;-7,3193;2,21298
Group 10;116.log;6.0.0;CC(C1=CC2=C(OCCCCOC3=CC(C4=NC=CC=C4)=NC(C5=CC=CC=N5)=C3)C(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(S2)=C8OCCCCOC9=CC(C%10=NC=CC=C%10)=NC(C%11=CC=CC=N%11)=C9)=C7OCCCCOC%12=CC(C%13=NC=CC=C%13)=NC(C%14=CC=CC=N%14)=C%12)=C6OCCCCOC%15=CC(C%16=NC=CC=C%16)=NC(C%17=CC=CC=N%17)=C%15)=C1)(C)C;40-41-44-43;51-50-53-54;60-61-4-5;31-138-33-34;71,38;-57,064;55,743;-69,382;63,452;-56,747;57,871;-65,163;256;1.504147272;2,532;-7330.305464074455;-388,2882877;-5,862338;-1,597177;4.2652236816;-9,6446;-7,4018;2,242746
Group 10;117.log;6.0.0;CC(C1=CC2=C(OCCCCCOC3=CC(C4=NC=CC=C4)=NC(C5=CC=CC=N5)=C3)C(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(S2)=C8OCCCCCOC9=CC(C%10=NC=CC=C%10)=NC(C%11=CC=CC=N%11)=C9)=C7OCCCCCOC%12=CC(C%13=NC=CC=C%13)=NC(C%14=CC=CC=N%14)=C%12)=C6OCCCCCOC%15=CC(C%16=NC=CC=C%16)=NC(C%17=CC=CC=N%17)=C%15)=C1)(C)C;51-52-55-54;62-61-5-4;118-32-35-34;42-41-44-45;56,914;-67,926;78,467;-55,447;64,073;-71,532;82,4;-46,267;268;1.623077742;2,135;-7487.241250320296;-400,9463628;-5,781766;-1,395761;4.386069509;-9,5058;-7,293;2,212799
Group 10;118.log;5.0.4;NNC1=CC(C2=NC=CC=C2)=NC(C3=CC=CC=N3)=C1;None;None;None;None;None;None;None;None;None;None;None;None;33;ÿםג.12;1,928;-852.29678925;-53,31148201;-6,30819;-1,31625;4.992012964200001;-9,5401;-7,0826;2,457563
Group 10;119.log;5.0.4;CCCCCCCCOC1=CC(C2=NC=CC=C2)=NC(C3=CC=CC=N3)=C1;None;None;None;None;None;None;None;None;None;None;None;None;54;1.49179;1,466;-1130.92504962;-75,86418383;-6,546586;-1,487299;5.0593611792;-9,7634;-7,3083;2,455145
Group 10;120.log;6.0.0;CCCCCCCCCCCCSC1=CC(C2=NC=CC=C2)=NC(C3=CC=CC=N3)=C1;None;None;None;None;None;None;None;None;None;None;None;None;66;2.083844921;2,57;-1609.938023099217;-87,69450609;-6,304435;-1,494782;4.8097237956;-9,8106;-7,3971;2,413527
Group 10;121.log;6.0.0;CC(C1=CC2=C(OCCCSC3=CC(C4=NC=CC=C4)=NC(C5=CC=CC=N5)=C3)C(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(S2)=C8OCCCSC9=CC(C%10=NC=CC=C%10)=NC(C%11=CC=CC=N%11)=C9)=C7OCCCSC%12=CC(C%13=NC=CC=C%13)=NC(C%14=CC=CC=N%14)=C%12)=C6OCCCSC%15=CC(C%16=NC=CC=C%16)=NC(C%17=CC=CC=N%17)=C%15)=C1)(C)C;53-52-49-50;42-43-40-39;33-32-134-30;5-4-60-59;62,647;-89,929;71,683;-35,358;59,644;-62,885;66,754;-59,19;244;0.811963284;4,42;-8464.816901539076;-372,3044384;-5,69246;-1,60251;4.090009477;-9,5099;-7,413;2,096985
Group 10;122.log;6.0.0;CC(C1=CC2=C(OCCCCCSC3=CC(C4=NC=CC=C4)=NC(C5=CC=CC=N5)=C3)C(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(S2)=C8OCCCCCSC9=CC(C%10=NC=CC=C%10)=NC(C%11=CC=CC=N%11)=C9)=C7OCCCCCSC%12=CC(C%13=NC=CC=C%13)=NC(C%14=CC=CC=N%14)=C%12)=C6OCCCCCSC%15=CC(C%16=NC=CC=C%16)=NC(C%17=CC=CC=N%17)=C%15)=C1)(C)C;51-52-55-54;62-61-5-4;118-32-35-34;42-41-44-45;58,622;-79,001;79,705;-55,912;68,471;-67,692;71,202;-57,624;268;0.750179576;0,511;-8778.653452547445;-397,6335909;-5,765031;-1,51968;4.2454137824;-9,4943;-7,3603;2,133949
Group 10;123.log;6.0.0;CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCOC6=CC(C7=NC=CC=C7)=NC(C8=CC=CC=N8)=C6)=C4OCCCCCCCCCCCC)=C3OCCCOC9=CC(C%10=NC=CC=C%10)=NC(C%11=CC=CC=N%11)=C9)=C1)(C)C;55-54-51-52;44-45-42-41;35-34-70-32;5-4-62-61;58,728;-62,869;73,321;-64,696;73,416;-74,498;72,698;-52,893;254;1.871734933;3,065;-6406.61373609069;-346,1526622;-5,749004;-1,393258;4.3558104322;-9,4229;-7,361;2,061935
Group 11;124.log;6.0.0;CC(C1=CC2=C(OCC3=CN(CCOC(C(SC(C=C4C(C)(C)C)=C5O)=C6)=C(C=C6C(C)(C)C)SC7=C(O)C(SC(C=C(C=C8SC5=C4)C(C)(C)C)=C8O)=CC(C(C)(C)C)=C7)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCC%12=CN(CCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCC%18=CN(CCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCC%24=CN(CCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-54-9;5-4-39-38;10,937;-18,805;11,672;-4,129;13,18;-13,422;36,981;-37,197;532;4.830538084;19,208;-18640.888583223765;-785,4322575;-5,514146;-1,375897;4.138309712;-9,2406;-7,4975;1,743133
Group 11;125.log;6.0.0;CC(C1=CC2=C(OCC3=CN(CCCOC(C(SC(C=C4C(C)(C)C)=C5O)=C6)=C(C=C6C(C)(C)C)SC7=C(O)C(SC(C=C(C=C8SC5=C4)C(C)(C)C)=C8O)=CC(C(C)(C)C)=C7)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCC%12=CN(CCCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCC%18=CN(CCCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCC%24=CN(CCCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-54-9;5-4-39-38;-2,269;-2,46;15,82;-6,714;17,606;-31,153;25,587;-15,536;544;12.504924054;8,092;-18797.067792340833;-798,0912085;-5,348431;-1,372632;3.975857654000001;-9,2424;-7,2848;1,957544
Group 11;126.log;6.0.0;CC(C1=CC(SC2=C(O)C(SC(C=C(C=C3SC4=C5)C(C)(C)C)=C3O)=CC(C(C)(C)C)=C2)=C(OCCN6N=NC(CCOC(C(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(S9)=C8OCCC%10=CN(CCOC%11=C(C=C(C=C%11SC%12=C%13)C(C)(C)C)SC%14=CC(C(C)(C)C)=CC(SC%15=C(O)C(SC(C=C%13C(C)(C)C)=C%12O)=CC(C(C)(C)C)=C%15)=C%14O)N=N%10)=C7OCCC%16=CN(CCOC%17=C(SC(C=C%18C(C)(C)C)=C%19O)C=C(C(C)(C)C)C=C%17SC%20=C(O)C(SC%21=CC(C(C)(C)C)=CC(SC%19=C%18)=C%21O)=CC(C(C)(C)C)=C%20)N=N%16)=CC(C(C)(C)C)=C%22)=C%22SC%23=C(C9=CC(C(C)(C)C)=C%23)OCCC%24=CN(CCOC%25=C(SC%26=C%27)C=C(C(C)(C)C)C=C%25SC%28=CC(C(C)(C)C)=CC(SC%29=CC(C(C)(C)C)=CC(SC(C=C%27C(C)(C)C)=C%26O)=C%29O)=C%28O)N=N%24)=C6)C(SC(C=C5C(C)(C)C)=C4O)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-54-9;5-4-39-38;68,98;-51,042;52,614;-71,782;77,817;-60,826;43,635;-64,821;544;5.224947399;8,819;-18797.89617088672;-798,1205424;-5,607344;-1,290591;4.316816496;-9,1354;-7,286;1,849338
Group 11;127.log;6.0.0;OC1=C(SC2=C3)C=C(C(C)(C)C)C=C1SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC(C=C3C(C)(C)C)=C2O)=C5OCCCN(N=N6)C=C6CCOC7=C(SC8=CC(C(C)(C)C)=CC(SC9=CC(C(C)(C)C)=CC(S%10)=C9OCCC%11=CN(CCCOC%12=C(SC%13=C%14)C=C(C(C)(C)C)C=C%12SC%15=CC(C(C)(C)C)=CC(SC%16=CC(C(C)(C)C)=CC(SC(C=C%14C(C)(C)C)=C%13O)=C%16O)=C%15O)N=N%11)=C8OCCC%17=CN(CCCOC%18=C(C=C(C=C%18SC%19=C%20)C(C)(C)C)SC%21=CC(C(C)(C)C)=CC(SC%22=C(O)C(SC(C=C%20C(C)(C)C)=C%19O)=CC(C(C)(C)C)=C%22)=C%21O)N=N%17)C=C(C(C)(C)C)C=C7SC%23=CC(C(C)(C)C)=CC%10=C%23OCCC%24=CN(CCCOC%25=C(C=C%26C(C)(C)C)SC%27=C(O)C(SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%25=C%26)=C%29O)=CC(C(C)(C)C)=C%28)=CC(C(C)(C)C)=C%27)N=N%24)=C4O;32-31-28-29;21-22-19-18;12-11-54-9;5-4-39-38;-4,845;3,357;-7,213;7,562;64,6;-67,181;62,975;-58,996;556;7.166473671;4,755;-18954.81219478775;-810,8023321;-5,855508;-1,341285;4.5142896258;-8,9086;-7,2668;1,641832
Group 11;128.log;6.0.0;CC(C1=CC2=C(OCCCC3=CN(CCOC4=C(C=C5C(C)(C)C)SC6=C(O)C(SC7=C(O)C(SC8=CC(C(C)(C)C)=CC(SC4=C5)=C8O)=CC(C(C)(C)C)=C7)=CC(C(C)(C)C)=C6)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCC%12=CN(CCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCCCC%18=CN(CCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCC%24=CN(CCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-54-9;5-4-39-38;23,832;-27,473;38,729;-37,021;60,275;-61,327;65,506;-87,143;556;3.633707976;8,825;-18954.51512366361;-810,6118817;-5,544894;-4,690823;0.8540842117999999;-9,2905;-7,5229;1,767559
Group 11;129.log;6.0.0;CC(C1=CC2=C(OCCCC3=CN(CCCOC4=C(C=C5C(C)(C)C)SC6=C(O)C(SC7=C(O)C(SC8=CC(C(C)(C)C)=CC(SC4=C5)=C8O)=CC(C(C)(C)C)=C7)=CC(C(C)(C)C)=C6)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCC%12=CN(CCCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCCCC%18=CN(CCCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCC%24=CN(CCCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-54-9;5-4-39-38;60,307;-54,928;56,655;-62,143;62,231;-62,203;53,966;-64,049;568;4.073252205;11,345;-19111.469321270528;-823,4682874;-3,719934;-1,276713;2.4432571832;-9,1487;-7,0588;2,089873
