Folder;File;Program Version;SMILES;Atoms_1;Atoms_2;Atoms_3;Atoms_4;dihedral_1_orca;dihedral_2_orca;dihedral_3_orca;dihedral_4_orca;dihedral_1_xtb;dihedral_2_xtb;dihedral_3_xtb;dihedral_4_xtb;Number of Atoms;Magnitude (Debye);Dipole_xtb (Debye);Final Energy (Eh);Total energy xtb (Eh);HOMO_orca (eV);LUMO_orca (eV);HOMO-LUMO Gap (eV);HOMO_xtb (eV);LUMO_xtb (eV);HOMO-LUMO xtb (eV)
Group 14;190.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCC#CC(C4=CC=C(OC)C=C4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC#CC(C7=CC=C(OC)C=C7)=O)=C6OCC#CC(C8=CC=C(OC)C=C8)=O)=C5OCC#CC(C9=CC=C(OC)C=C9)=O)=C1;6-7-9-10;47-46-44-43;37-36-34-33;27-26-24-81;-29,711;28,275;-30,418;27,653;-30,687;30,584;-27,51;30,66;176;5.423709473;4,156;-4143.805118022667;-269,2876619;-6,070339;-2,186839;3.8835565852000005;-9,6281;-7,9101;1,717945
Group 14;191.log;6.0.0;CC(C1=CC2=C(OCC#CC(C3=CC=C(Cl)C=C3)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(C2)=C6OCC#CC(C7=CC=C(Cl)C=C7)=O)=C5OCC#CC(C8=CC=C(Cl)C=C8)=O)=C4OCC#CC(C9=CC=C(Cl)C=C9)=O)=C1)(C)C;6-7-47-46;9-10-44-43;37-36-27-26;34-33-24-81;13,031;-18,888;18,703;-16,884;7,657;-8,171;-0,502;2,216;172;0.933646965;0,756;-5680.850535017261;-269,1515935;-6,316163;-2,404881;3.9113394246000004;-10,0472;-8,123;1,924215
Group 14;192.log;6.0.0;CC(C1=CC2=C(OCC#CC(C3=CC=C(OC)C=C3)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(C2)=C6OCC#CC(C7=CC=C(OC)C=C7)=O)=C5OCC#CC(C8=CC=C(OC)C=C8)=O)=C4OCC#CC(C9=CC=C(OC)C=C9)=O)=C1)(C)C;6-7-47-46;9-10-44-43;37-36-27-26;34-33-24-81;4,223;-6,063;-4,507;5,09;7,572;-9,079;-2,55;3,349;188;3.467503873;3,636;-4300.947668111862;-281,8841559;-5,89159;-1,776661;4.1149895422;-9,7628;-7,5877;2,175036
Group 14;193.log;6.0.0;CC(C1=CC2=C(OCC#CC(C3=CC=CC=C3)=O)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(S2)=C6OCC#CC(C7=CC=CC=C7)=O)=C5OCC#CC(C8=CC=CC=C8)=O)=C4OCC#CC(C9=CC=CC=C9)=O)=C1)(C)C;6-7-47-46;9-10-44-43;37-36-27-26;34-33-24-81;18,503;-17,097;19,699;-16,021;20,278;-24,89;20,319;-25,027;164;0.017077568;0,064;-5278.321890093114;-253,2655187;-6,114584;-2,240717;3.8739237496;-9,6601;-8,0189;1,641166
Group 14;194.log;6.0.0;CC(C1=CC2=C(OCCC#CC(C3=CC=CC=C3)=O)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC6=C5OCCC#C(C(C7=CC=CC=C7)=O)C(C(C=C8S6)=CC(S2)=C8OCCC#CC(C9=CC=CC=C9)=O)(C)C)=C4OCCC#CC(C%10=CC=CC=C%10)=O)=C1)(C)C;6-7-36-35;9-10-33-32;26-25-16-15;23-22-13-48;13,223;-17,657;30,334;-26,288;40,266;-17,798;21,217;-42,841;168;0.829106599;3,045;-5429.917258007344;-261,4931644;-6,189196;-3,700043;2.4891900263999993;-9,5411;-7,9926;1,548559
Group 14;195.log;6.0.0;CC(C1=CC2=C(OCCCC#CC(C3=CC=CC=C3)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(C2)=C6OCCCC#CC(C7=CC=CC=C7)=O)=C5OCCCC#CC(C8=CC=CC=C8)=O)=C4OCCCC#CC(C9=CC=CC=C9)=O)=C1)(C)C;98-21-24-23;31-30-33-34;40-41-44-43;51-50-5-4;84,014;-58,435;45,125;-78,441;-1,667;2,037;-1,614;2,008;196;0.638093259;0,48;-4157.597180400493;-278,2672677;-6,087019;-1,977723;4.109356782400001;-9,9176;-7,7598;2,157849
Group 14;196.log;6.0.0;CC(C1=CC2=C(OCCCC#CC(C3=CC=CC=C3)=O)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(S2)=C6OCCCC#CC(C7=CC=CC=C7)=O)=C5OCCCC#CC(C8=CC=CC=C8)=O)=C4OCCCC#CC(C9=CC=CC=C9)=O)=C1)(C)C;24-23-98-21;5-4-51-50;44-43-40-41;33-34-31-30;63,806;-56,156;58,037;-61,242;62,901;-66,625;61,128;-67,094;188;5.574073491;0,299;-5592.176104197932;-278,631755;-5,9151;-2,14439;3.7707653322000003;-9,5702;-7,9432;1,627066
Group 14;197.log;6.0.0;CC(C1=CC2=C(OCCCCC#CC(C3=CC=CC=C3)=O)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(S2)=C6OCCCCC#CC(C7=CC=CC=C7)=O)=C5OCCCCC#CC(C8=CC=CC=C8)=O)=C4OCCCCC#CC(C9=CC=CC=C9)=O)=C1)(C)C;102-22-25-24;32-31-35-34;41-42-45-44;52-51-5-4;74,11;99,32;57,589;-68,793;62,428;102,87;62,618;-61,321;200;7.677299559;0,618;-5749.270418074316;-291,2547224;-5,950665;-2,247275;3.7034443286000003;-9,8748;-7,8904;1,984414
Group 15;198.log;6.0.0;CC(C)(C)C1=CC(SC2=C3)=C(OCO)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC(C=C3C(C)(C)C)=C2OCC(O)=O)=C5OCC(O)=O)=C4OCC(O)=O)=C1.O=[C];25-10-12-13;19-20-22-23;39-2-4-38;32-6-8-31;-19,561;33,639;-43,419;23,213;-23,631;14,669;-10,829;26,091;120;5.32603366;4,464;-4352.203721695959;-193,2150364;-5,947073;-0,987787;4.9593592842000005;-9,5339;-6,9514;2,582483
Group 15;199.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCO)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC(O)=O)=C5OCC(O)=O)=C4OCC(O)=O)=C1.O=[C];25-10-12-13;19-20-22-23;39-2-4-38;32-6-8-31;-27,623;28,285;-27,929;27,703;-29,397;30,27;-27,325;30,299;128;3.716752058;4,615;-2919.74810234;-192,9162072;-6,252054;-0,728629;5.523506029;-9,8308;-6,8962;2,934543
Group 15;200.log;6.0.0;CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC(O)=O)=CC(C(C)(C)C)=C2)OCC(O)=O)=C(OCC(O)=O)C(CC5=CC(C(C)(C)C)=CC4=C5OCC(O)=O)=C1)C;28-10-12-13;15-16-56-55;49-48-5-6;46-63-8-34;-21,318;18,088;52,972;-45,216;-21,018;18,941;47,228;-41,935;128;2.808125386;3,286;-2917.530618784069;-192,9133862;-6,351401;-0,467539;5.883948233400001;-10,1089;-6,7663;3,34254
Group 15;201.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCC(OCC)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC(OCC)=O)=C5OCC(OCC)=O)=C4OCC(OCC)=O)=C1;6-7-9-10;42-43-39-38;32-31-29-28;22-21-19-72;29,966;68,826;20,93;-21,102;32,561;61,154;33,066;-20,454;152;5.269884404;4,462;-3233.74403191;-218,2305133;-5,962012;-0,263457;5.6986385994;-9,6654;-6,5926;3,072844
Group 15;202.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCN6C(C(OC)=O)=C(C(OC)=O)N=N6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCN7N=NC(C(OC)=O)=C7C(OC)=O)C=C5C(C)(C)C;56-5-3-73;25-24-22-21;15-14-12-43;49-9-7-50;-48,289;23,518;-21,435;45,005;-51,273;27,003;-31,527;55,326;144;12.460887372;15,703;-4993.67372473;-232,9977272;-6,198775;-1,782184;4.416655122600001;-9,556;-8,2444;1,311594
Group 15;203.log;6.0.0;CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCN6C(C(OC)=O)=C(C(OC)=O)N=N6)=C4OCCCCCCCCCCCC)=C3OCCCN7N=NC(C(OC)=O)=C7C(OC)=O)=C1)(C)C;4-5-37-38;30-31-28-27;21-20-17-18;10-11-8-78;70,498;-56,838;50,656;-68,965;55,398;-60,509;72,208;-76,878;222;7.415021053;4,859;-6010.541674476357;-315,2746575;-5,846936;-2,085614;3.7613773992000006;-9,6066;-8,1816;1,425035
Group 15;204.log;6.0.0;CC(C1=CC2=C(OCC(OCC)=O)C(CC3=CC(C(C)(C)C)=CC(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(C2)=C5OCC(OCC)=O)=C4OCC(OCC)=O)=C3OCC(OCC)=O)=C1)(C)C;27-26-23-24;16-17-14-70;4-5-43-44;36-37-34-33;4,264;-19,922;23,848;-12,326;22,057;-24,2;21,629;-24,604;152;2.296157083;0,038;-3231.253232882234;-218,223396;-5,860841;-0,183865;5.677059959199999;-9,7835;-6,4561;3,327376
Group 15;205.log;6.0.0;CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC(OCC)=O)=CC(C(C)(C)C)=C2)OCC(OCC)=O)=C(OCC(OCC)=O)C(CC5=CC(C(C)(C)C)=CC4=C5OCC(OCC)=O)=C1)C;43-44-4-5;14-70-16-17;23-24-26-27;33-34-36-37;-17,298;1,711;-32,598;43,024;6,041;5,236;-38,75;35,99;152;5.222366467;1,641;-3231.338806986214;-218,2303386;-6,021658;-0,241089;5.780653759;-9,7508;-6,6181;3,132718
Group 15;206.log;6.0.0;CC(C1=CC2=C(OCC(OCC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCC(OCC)=O)=C4OCC(OCC)=O)=C3OCC(OCC)=O)=C1)(C)C;27-26-23-24;16-17-14-70;4-5-43-44;36-37-34-33;21,076;-10,332;5,269;-23,689;12,899;-19,972;32,887;-20,186;144;3.860928007;6,046;-4665.903244125364;-218,5292625;-5,943563;-0,74316;5.2004794996;-9,5336;-6,7386;2,794964
Group 15;207.log;6.0.0;CC(C1=CC2=C(OCC(OC(C)(C)C)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCC(OC(C)(C)C)=O)=C4OCC(OC(C)(C)C)=O)=C3OCC(OC(C)(C)C)=O)=C1)(C)C;4-5-45-46;38-39-36-35;29-28-25-26;18-19-16-78;93,909;-23,412;76,003;-110,557;78,173;-98,358;94,529;-102,049;168;5.824576187;3,351;-4979.930160109581;-243,890411;-5,776514;-0,804874;4.9717132598000005;-9,4385;-6,6328;2,805725
Group 16;208.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCN6C(C(C=CC=C7)=C7C6=O)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCN8C(C(C=CC=C9)=C9C8=O)=O)C=C5C(C)(C)C;70-54-56-57;63-64-66-67;85-45-47-83;77-49-51-76;-13,688;35,052;-38,705;23,726;-13,5;39,73;-41,267;19,933;136;3.614812009;3,691;-4624.17756819;-211,6109052;-5,913413;-2,449725;3.4637391060000007;-9,4234;-8,5571;0,866307
Group 16;209.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCN6C(C(C=CC=C7)=C7C6=O)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCN8C(C(C=CC=C9)=C9C8=O)=O)C=C5C(C)(C)C;48-9-7-49;55-5-3-71;25-24-22-21;15-14-12-42;21,732;-21,757;44,603;-45,929;22,265;-21,815;47,92;-48,88;142;2.160926152;5,534;-4702.68898853;-217,9536973;-5,704868;-2,346976;3.3579411828000003;-9,35;-8,5902;0,759846
Group 16;210.log;6.0.0;OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC(N6CCOCC6)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC(N7CCOCC7)=O)C=C5C(C)(C)C;34-9-7-35;41-5-3-43;25-24-22-21;15-14-12-28;24,758;-25,321;24,181;-25,606;26,796;-24,788;25,659;-26,078;140;2.846683228;1,458;-2884.636533692757;-196,1924432;-5,336866;-0,135239;5.2017040126000005;-9,4021;-5,8577;3,544355
Group 16;211.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCN5C(C(C=CC=C6)C6C5=O)=O)C=C(C(C)(C)C)C=C3S7)C(SC8=CC(C(C)(C)C)=CC7=C8OCCN9C(C(C=CC=C%10)C%10C9=O)=O)=C1)(C)C;69-70-57-58;24-51-26-27;33-34-4-5;60-86-62-63;70,433;-59,858;65,72;-76,427;84,604;-56,415;62,279;-77,283;172;4.665452754;5,417;-5314.860557231657;-260,4638567;-5,818936;-1,436414;4.382586449800001;-9,6011;-7,6311;1,969922
Group 16;212.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCN5C(C(C=CC=C6)=C6C5=O)=O)C=C(C(C)(C)C)C=C3S7)C(SC8=CC(C(C)(C)C)=CC7=C8OCCCN9C(C(C=CC=C%10)=C%10C9=O)=O)=C1)(C)C;4-5-33-34;26-27-24-52;58-59-70-71;63-64-61-88;59,874;-73,63;72,999;-50,74;85,478;-78,668;56,88;-89,72;174;5.467046915;4,301;-5394.65584485;-264,7954777;-5,758337;-2,439847;3.3185390756000004;-9,4744;-8,6959;0,778528
Group 16;213.log;6.0.0;OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC(N6CCOCCOCCOCC6)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC(N7CCOCCOCCOCC7)=O)C=C5C(C)(C)C;21-22-24-25;73-3-5-56;50-7-9-49;43-12-14-15;19,902;-21,917;19,916;-16,126;-21,783;22,339;-24,548;24,92;168;3.792961608;2,432;-3501.28498385;-237,7365039;-5,551098;-0,301525;5.2496504993999995;-9,4465;-5,8702;3,576233
Group 16;214.log;6.0.0;OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC(N6CCOCCOCCOCCOCC6)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC(N7CCOCCOCCOCCOCC7)=O)C=C5C(C)(C)C;53-7-9-52;46-12-14-15;21-22-24-25;79-3-5-59;18,907;-18,855;15,564;-18,038;-34,916;28,879;-27,15;34,367;182;10.665833011;7,122;-3805.938918798109;-258,4836949;-5,2219;-0,110939;5.1110356278;-9,2366;-5,8014;3,435182
Group 16;215.log;6.0.0;OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC(N6CCOCCOCCOCCOCCOCC6)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC(N7CCOCCOCCOCCOCCOCC7)=O)C=C5C(C)(C)C;62-5-3-85;25-24-22-21;15-14-12-49;55-9-7-56;-22,769;24,295;-25,108;25,421;-20,745;17,739;-22,506;23,575;196;6.563046065;4,509;-4113.042277684927;-279,2678476;-5,45254;-0,214858;5.2377591176;-9,4106;-5,9969;3,413687
Group 16;216.log;6.0.0;OC1=C(CC2=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C4OCC(N5CCOCCOCCOCC5)=O)=C2OCC(N6CCOCCOCCOCC6)=O)C=C(C(C)(C)C)C=C1CC7=CC(C(C)(C)C)=CC(CC4=C3)=C7OCC(N8CCOCCOCCOCC8)=O;12-13-15-16;76-75-73-72;66-65-63-62;56-3-5-6;-18,919;30,609;-37,992;20,072;-13,885;19,447;-20,645;17,873;200;10.723632447;1,684;-4243.688986559858;-287,0103151;-5,201383;-0,085769;5.1156887772;-9,3963;-6,1988;3,197506
Group 16;217.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCC(N4CCOCCOCCOCC4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC(N7CCOCCOCCOCC7)=O)=C6OCC(N8CCOCCOCCOCC8)=O)=C5OCC(N9CCOCCOCCOCC9)=O)=C1;51-50-48-47;41-40-38-37;31-30-28-108;6-7-9-10;-26,982;29,421;-27,604;22,718;-32,192;26,279;-27,105;28,279;232;8.361662179;5,708;-4989.024179490191;-336,2898841;-5,739154;-0,029905;5.7093326796;-9,4058;-5,863;3,542793
Group 17;218.log;6.0.0;CC(C1=CC2=C(OCCCC3=CC(C4=CC=CC=C4)=NO3)C(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(S2)=C7OCCCC8=CC(C9=CC=CC=C9)=NO8)=C6OCCCC%10=CC(C%11=CC=CC=C%11)=NO%10)=C5OCCCC%12=CC(C%13=CC=CC=C%13)=NO%12)=C1)(C)C;36-35-32-33;25-26-23-106;4-5-52-53;45-46-43-42;-137,036;129,81;74,124;108,159;-138,553;132,066;62,32;111,877;196;3.551532175;2,14;-5813.431400794719;-292,5288928;-5,887726;-1,055569;4.832227623400001;-9,5813;-6,9366;2,644697
Group 17;219.log;6.0.0;CC(C1=CC2=C(OCCCCC3=CC(C4=CC=CC=C4)=NO3)C(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(S2)=C7OCCCCC8=CC(C9=CC=CC=C9)=NO8)=C6OCCCCC%10=CC(C%11=CC=CC=C%11)=NO%10)=C5OCCCCC%12=CC(C%13=CC=CC=C%13)=NO%12)=C1)(C)C;32-33-36-35;43-42-45-46;52-53-4-5;23-106-25-26;70,881;-62,83;61,297;-76,119;64,894;-64,714;67,245;-64,255;208;2.391509757;3,436;-5970.448120420558;-305,1689343;-5,930556;-1,234808;4.6958168752;-9,7215;-7,1205;2,600983
Group 18;220.log;6.0.0;C12=C(C(SC(C=CC=C3S4)=C3OCCOCCOCCOC(C(SC5=CC=CC4=C5OCCCOC6=CC(C7=NC=CC=C7)=NC(C8=CC=CC=N8)=C6)=CC=C9)=C9S2)=CC=C1)OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10;26-25-54-23;57-56-1-61;59-3-6-5;9-8-29-28;75,225;-49,733;53,583;-80,801;61,82;-63,417;64,514;-54,89;140;3.930636574;4,187;-5064.327514241264;-232,9384972;-6,007046;-1,443816;4.563297357200001;-9,7979;-7,386;2,411908
Group 18;221.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCOC5=CC(C6=NC=CC=C6)=NC(C7=CC=CC=N7)=C5)C=C(C(C)(C)C)C=C3S8)C(SC9=CC(C(C)(C)C)=CC8=C9OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10)=C1)(C)C;59-3-6-5;9-8-29-28;26-25-54-23;57-56-1-61;51,697;-79,374;70,358;-48,473;61,703;-58,144;64,679;-54,363;152;4.202150511;4,566;-5221.34556452276;-245,6295496;-5,88495;-1,46553;4.419485108199999;-9,6554;-7,3936;2,261857
Group 18;222.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCOC5=CC(C6=NC=CC=C6)=NC(C7=CC=CC=N7)=C5)C=C(C(C)(C)C)C=C3S8)C(SC9=CC(C(C)(C)C)=CC8=C9OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10)=C1)(C)C;54-23-26-25;29-28-9-8;6-5-59-3;1-61-57-56;47,932;-36,601;59,774;-65,589;50,182;-42,833;53,517;-62,502;159;3.602363653;2,918;-5374.941214178326;-256,0107292;-5,75831;-1,445639;4.312734786;-9,5833;-7,3826;2,200758
Group 18;223.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCOC5=CC(C6=NC=CC=C6)=NC(C7=CC=CC=N7)=C5)C=C(C(C)(C)C)C=C3S8)C(SC9=CC(C(C)(C)C)=CC8=C9OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10)=C1)(C)C;26-25-54-23;57-56-1-61;59-3-6-5;9-8-29-28;82,211;-56,497;39,541;-72,975;97,358;-57,268;21,686;-59,998;166;3.233235505;4,6;-5528.475072642432;-266,3989831;-5,713113;-1,438972;4.2742034436;-9,5312;-7,4113;2,119918
Group 19;224.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCSCCCCCCCC)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCSCCCCCCCC)C=C5C(C)(C)C;39-12-14-15;21-22-24-25;65-3-5-52;46-7-9-45;39,593;-39,747;20,207;-20,715;53,938;-54,255;22,318;-21,063;158;5.097529974;6,204;-5025.47324489;-209,2167495;-5,812895;-1,360686;4.452274845200001;-9,4607;-7,3113;2,149379
Group 19;225.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCSC)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCSC)C=C5C(C)(C)C;15-14-12-33;39-9-7-40;46-5-3-53;25-24-22-21;-48,915;20,54;-19,744;46,9;-52,206;23,765;-22,274;48,965;122;4.963154176;6,203;-4552.212489644502;-171,2271834;-5,664868;-1,319543;4.345388466;-9,4381;-7,2763;2,161877
Group 19;226.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCSCC6=CC=CC=C6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCSCC7=CC=CC=C7)C=C5C(C)(C)C;51-5-3-63;25-24-22-21;15-14-12-38;44-9-7-45;-48,338;20,871;-20,505;46,409;-51,178;24,149;-24,446;48,767;136;5.786477275;5,924;-4935.004277362861;-194,6593619;-5,685167;-1,342074;4.3431571312;-9,4287;-7,2615;2,167257
Group 19;227.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCSCC)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCSCC)C=C5C(C)(C)C;41-7-9-40;34-12-14-15;21-22-24-25;55-3-5-47;-45,759;20,781;-21,61;47,878;-48,326;23,228;-25,723;53,279;128;6.410937406;9,229;-4630.718482311405;-177,5549401;-5,645385;-1,273366;4.372082849400001;-9,2929;-7,2249;2,067997
Group 19;228.log;6.0.0;OC1=C(CC2=C(C(CC3=C(O)C(C4)=CC=C3)=CC=C2)OCCCS)C=CC=C1CC5=C(OCCCS)C4=CC=C5;14-12-37-38;40-30-28-27;25-3-5-19;17-7-9-16;16,278;-16,978;16,482;-16,87;32,917;-32,983;32,925;-33,016;76;0.642121077;2,866;-2411.1477126364;-113,9465587;-5,874147;-0,451022;5.4232048086;-9,8747;-6,1764;3,69826
Group 19;229.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCSCCSCCS)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)O)C=C5C(C)(C)C;38-12-14-15;21-22-24-25;53-3-5-51;45-7-9-44;22,621;-23,918;44,548;-42,318;33,214;-40,555;32,047;-30,742;120;8.117986877;10,191;-4910.926510305429;-171,3107674;-5,674854;-1,32787;4.347048361400001;-9,3483;-7,1336;2,214742
Group 19;230.log;6.0.0;CC(C1=CC2=C(OCCCS)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCS)=C4OCCCS)=C3OCCCS)=C1)(C)C;31-32-35-34;42-41-5-4;62-12-15-14;22-21-24-25;60,301;-61,788;60,886;-60,756;61,491;-61,808;61,406;-61,912;136;0.101513176;0,043;-5505.03954100931;-190,3769031;-5,788406;-0,705799;5.0826813490000005;-9,6292;-6,6165;3,012721
Group 19;231.log;6.0.0;CC(C1=CC2=C(OCCCSCC(OC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCSCC(OC)=O)=C4OCCCSCC(OC)=O)=C3OCCCSCC(OC)=O)=C1)(C)C;26-27-30-29;37-36-39-40;46-47-4-5;17-82-19-20;48,67;-80,683;79,246;-58,809;60,946;-60,35;61,032;-60,093;172;2.139309848;0,179;-6571.810562540417;-256,8131487;-5,816025;-0,728602;5.0874977668;-9,6064;-6,6694;2,937026
Group 19;232.log;6.0.0;CC(C1=CC2=C(OCCCCSCC(OC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCSCC(OC)=O)=C4OCCCCSCC(OC)=O)=C3OCCCCSCC(OC)=O)=C1)(C)C;47-48-4-5;18-86-20-21;27-28-31-30;38-37-40-41;57,24;-55,761;57,276;-54,238;17,527;-18,868;17,219;-17,435;184;1.14925778;0,132;-6732.34684681;-269,4329508;-5,867454;-0,880058;4.987468660399999;-9,7663;-6,848;2,918317
Group 19;233.log;6.0.0;CC(C1=CC2=C(OCCCCCSCC(OC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCCSCC(OC)=O)=C4OCCCCCSCC(OC)=O)=C3OCCCCCSCC(OC)=O)=C1)(C)C;90-19-21-22;28-29-31-32;38-39-42-41;49-48-5-4;-27,099;25,342;35,699;-30,884;-25,083;23,778;41,021;-39,638;196;4.653342433;7,312;-6885.69932954767;-282,1160332;-6,049631;-0,904548;5.1451587234;-9,5893;-6,8218;2,767507
